"Organization","EIN","UEI","Federal.grantor","Federal.CFDA.Number","Contract.Number","Passed.through.to.subrecipients","Federal.Expenditures","Direct.Pass.Program","Grantor","Program.Title","Type.of.Program","Funding.Source","Amount.Per.San.Diegan","Amount.Per.PEH","Combined","Category","Year","X","X.1","X.2","X.3","X.4","X.5","ExpenditureType"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Health and Human Services","93.645","551377","0","4,462","Pass-Through ","North County Lifeline, Inc.","Community Services for Families - Coastal & Inland Regions","Stephanie Tubbs Jones Child Welfare Services Program","Federal","$0.00","$1.02","Community Services for Families - Coastal & Inland Regions|Stephanie Tubbs Jones Child Welfare Services Program","#N/A",2019,NA,NA,NA,NA,NA,"","Prevention"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Health and Human Services","93.658","551376","0","101,506","Pass-Through ","County of San Diego","Community Services for Families - East Region","Foster Care - Title IV-E","Federal","$0.03","$23.26","Community Services for Families - East Region|Foster Care - Title IV-E","#N/A",2019,NA,NA,NA,NA,NA,"","Prevention"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Health and Human Services","93.658","551377","0","24,773","Pass-Through ","North County Lifeline, Inc.","Community Services for Families - Coastal & Inland Regions","Foster Care - Title IV-E","Federal","$0.01","$5.68","Community Services for Families - Coastal & Inland Regions|Foster Care - Title IV-E","#N/A",2019,NA,NA,NA,NA,NA,"","Prevention"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Agriculture Food and Nutrition Service","10.561","16-SUB 00965","0","59,552","Pass-Through","San Diego Hunger Coalition","CalFresh Outreach program","State Administrative Matching Grants for the Supplemental Nutrition Assistance Program","Federal","$0.02","#N/A","CalFresh Outreach program|State Administrative Matching Grants for the Supplemental Nutrition Assistance Program","#N/A",2020,NA,NA,NA,NA,NA,"","Crisis Management"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Housing and Urban Development","14.235","CA0999L9D011805","0","114,962","Direct Program","U.S. Department of Housing and Urban Development","Special Needs Assistance (SNAP)","Supportive Housing Program","Federal","$0.03","#N/A","Special Needs Assistance (SNAP)|Supportive Housing Program","#N/A",2020,NA,NA,NA,NA,NA,"","Crisis Management"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Housing and Urban Development","14.235","CA0999L9D011906","0","172,190","Direct Program","U.S. Department of Housing and Urban Development","Special Needs Assistance (SNAP)","Supportive Housing Program","Federal","$0.05","#N/A","Special Needs Assistance (SNAP)|Supportive Housing Program","#N/A",2020,NA,NA,NA,NA,NA,"","Crisis Management"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Housing and Urban Development","14.218","PD-FY20-035-01","0","41,422","Pass-Through","City of San Diego","CDBG Workforce Development","Community Development Block Grants/Entitlement Grants","Federal","$0.01","#N/A","CDBG Workforce Development|Community Development Block Grants/Entitlement Grants","#N/A",2020,NA,NA,NA,NA,NA,"","Crisis Management"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Housing and Urban Development","14.218","5601","0","26,864","Pass-Through","City of El Cajon","CDBG Utility & Rent Assistance","Community Development Block Grants/Entitlement Grants","Federal","$0.01","#N/A","CDBG Utility & Rent Assistance|Community Development Block Grants/Entitlement Grants","#N/A",2020,NA,NA,NA,NA,NA,"","Crisis Management"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Housing and Urban Development","14.218","5602","0","40,062","Pass-Through","City of El Cajon","CDBG Emergency Motel Assistance","Community Development Block Grants/Entitlement Grants","Federal","$0.01","#N/A","CDBG Emergency Motel Assistance|Community Development Block Grants/Entitlement Grants","#N/A",2020,NA,NA,NA,NA,NA,"","Crisis Management"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Housing and Urban Development","14.267","HHI-20-01B","0","163,040","Pass-Through","San Diego Housing Commission","CoC Transitional Age Youth RRH","Continuum of Care Program","Federal","$0.05","#N/A","CoC Transitional Age Youth RRH|Continuum of Care Program","#N/A",2020,NA,NA,NA,NA,NA,"","Crisis Management"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Housing and Urban Development","14.276","2019-YHDP-HS01","0","43,227","Pass-Through","Regional Task Force on the Homeless","YHDP Youth Systems Navigation Program","Youth Homelessness Demonstration Program","Federal","$0.01","#N/A","YHDP Youth Systems Navigation Program|Youth Homelessness Demonstration Program","#N/A",2020,NA,NA,NA,NA,NA,"","Prevention"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Housing and Urban Development","14.276","2019-YHDP-HS02","0","30,655","Pass-Through","Regional Task Force on the Homeless","YHDP Host Homes Youth Homelessness","","Federal","$0.01","#N/A","YHDP Host Homes Youth Homelessness|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Housing and Urban Development","14.276","2019-YHDP-HS03","0","66,137","Pass-Through","Regional Task Force on the Homeless","YHDP Youth TH/RRH East County","","Federal","$0.02","#N/A","YHDP Youth TH/RRH East County|","#N/A",2020,NA,NA,NA,NA,NA,"","Other/Unknown"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Justice","16.575","N/A","0","20,810","Pass-Through","The San Diego LGBT Community Center","Specialized Emegency Housing (KE)","Crime Victim Assistance","Federal","$0.01","#N/A","Specialized Emegency Housing (KE)|Crime Victim Assistance","#N/A",2020,NA,NA,NA,NA,NA,"","Crisis Management"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Justice","16.575","AT18041373 / AT19041373","0","267,493","Pass-Through","Cal OES - Governor's Office of Emergency Offices","Child Abuse Treatment Program","Crime Victim Assistance","Federal","$0.08","#N/A","Child Abuse Treatment Program|Crime Victim Assistance","#N/A",2020,NA,NA,NA,NA,NA,"","Crisis Management"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Justice","16.575","XD18011373 / XD19021373","0","332,915","Pass-Through","Cal OES - Governor's Office of Emergency Offices","Domestic Violence Housing First","Crime Victim Assistance","Federal","$0.10","#N/A","Domestic Violence Housing First|Crime Victim Assistance","#N/A",2020,NA,NA,NA,NA,NA,"","Crisis Management"
"HS",953138268,"L229NPAE8YE3","U.S. Department of Justice","16.575","XH18011373 / XH19021373","0","380,773","Pass-Through","Cal OES - Governor's Office of Emergency Offices","Transitional / Rapid Rehousing","Crime Victim Assistance","Federal","$0.11","#N/A","Transitional / Rapid Rehousing|Crime Victim Assistance","#N/A",2020,NA,NA,NA,NA,NA,"","Crisis Management"
"ICS",953837714,"N28YBWSB8UU8","U.S. Department of Housing and Urban Development","14.235","CA0699L9D011407","0","98,131","Direct programs","U.S. Department of Housing and Urban Development","Genesis I","Continuum of Care Program ","Federal","$0.03","#N/A","Genesis I|Continuum of Care Program ","#N/A",2016,NA,NA,NA,NA,NA,"","Crisis Management"
"ICS",953837714,"N28YBWSB8UU8","U.S. Department of Housing and Urban Development","14.235","CA0700L9D011508","0","61,571","Direct programs","U.S. Department of Housing and Urban Development","Genesis II","Continuum of Care Program ","Federal","$0.02","#N/A","Genesis II|Continuum of Care Program ","#N/A",2016,NA,NA,NA,NA,NA,"","Crisis Management"
"ICS",953837714,"N28YBWSB8UU8","U.S. Department of Housing and Urban Development","14.235","CA0711L9D011508","0","80,777","Direct programs","U.S. Department of Housing and Urban Development","CasaWorks","Continuum of Care Program","Federal","$0.02","#N/A","CasaWorks|Continuum of Care Program","#N/A",2016,NA,NA,NA,NA,NA,"","Crisis Management"
"ICS",953837714,"N28YBWSB8UU8","U.S. Department of Housing and Urban Development","14.235","CA0944L9D011506","0","75,890","Direct programs","U.S. Department of Housing and Urban Development","Raymond’s Refuge","Continuum of Care Program","Federal","$0.02","#N/A","Raymond’s Refuge|Continuum of Care Program","#N/A",2016,NA,NA,NA,NA,NA,"","Crisis Management"
"ICS",953837714,"N28YBWSB8UU8","U.S. Department of Housing and Urban Development","14.235","CA0710L9D011508","0","85,865","Direct programs","U.S. Department of Housing and Urban Development","Spruce Street","Continuum of Care Program","Federal","$0.03","#N/A","Spruce Street|Continuum of Care Program","#N/A",2016,NA,NA,NA,NA,NA,"","Crisis Management"
"ICS",953837714,"N28YBWSB8UU8","U.S. Department of Housing and Urban Development","14.235","CA125369D011401","0","125,569","Direct programs","U.S. Department of Housing and Urban Development","Rental Assistance Program","Continuum of Care Program","Federal","$0.04","#N/A","Rental Assistance Program|Continuum of Care Program","#N/A",2016,NA,NA,NA,NA,NA,"","Crisis Management"
"ICS",953837714,"N28YBWSB8UU8","U.S. Department of Housing and Urban Development","14.238","CA0693L9D011306","0","173,962","Pass-Through ","County of San Diego","Shelter Plus Care","Continuum of Care Program","Federal","$0.05","#N/A","Shelter Plus Care|Continuum of Care Program","#N/A",2016,NA,NA,NA,NA,NA,"","Crisis Management"
"ICS",953837714,"N28YBWSB8UU8","U.S. Department of Housing and Urban Development","14.238","544433","0","27,709","Pass-Through ","County of San Diego","Family Self-Sufficiency-Shelter Services-Coastal","CDBG","Federal","$0.01","#N/A","Family Self-Sufficiency-Shelter Services-Coastal|CDBG","#N/A",2016,NA,NA,NA,NA,NA,"","Crisis Management"
"ICS",953837714,"N28YBWSB8UU8","U.S. Department of Housing and Urban Development","14.218","544434","0","35,417","Pass-Through ","County of San Diego","Family Self-Sufficiency-Shelter Services-Inland","CDBG","Federal","$0.01","#N/A","Family Self-Sufficiency-Shelter Services-Inland|CDBG","#N/A",2016,NA,NA,NA,NA,NA,"","Crisis Management"
"ICS",953837714,"N28YBWSB8UU8","U.S. Department of Housing and Urban Development","14.231","552569","0","211,230","Pass-Through ","County of San Diego","Emergency Solutions Grant Program","","Federal","$0.06","#N/A","Emergency Solutions Grant Program|","#N/A",2016,NA,NA,NA,NA,NA,"","Other/Unknown"
"ICS",953837714,"N28YBWSB8UU8","U.S. Department of Housing and Urban Development","14.218","N/A","0","7,389","Pass-Through ","City of Carlsbad","Social Services","CDBG","Federal","$0.00","#N/A","Social Services|CDBG","#N/A",2016,NA,NA,NA,NA,NA,"","Crisis Management"
"ICS",953837714,"N28YBWSB8UU8","U.S. Department of Housing and Urban Development","14.218","N/A","0","12,709","Pass-Through ","City of Vista","Senior Services","CDBG","Federal","$0.00","#N/A","Senior Services|CDBG","#N/A",2016,NA,NA,NA,NA,NA,"","Crisis Management"
"ICS",953837714,"N28YBWSB8UU8","U.S. Department of Housing and Urban Development","14.218","N/A","0","15,000","Pass-Through ","City of San Marcos","Winter Shelter - Haven House","CDBG","Federal","$0.00","#N/A","Winter Shelter - Haven House|CDBG","#N/A",2016,NA,NA,NA,NA,NA,"","Crisis Management"
"ICS",953837714,"N28YBWSB8UU8","U.S. Department of Housing and Urban Development","14.218","N/A","0","30,446","Pass-Through ","City of Escondido via Alliance for Regional Solutions","Winter Shelter - Haven House","CDBG","Federal","$0.01","#N/A","Winter Shelter - Haven House|CDBG","#N/A",2016,NA,NA,NA,NA,NA,"","Crisis Management"
"ICS",953837714,"N28YBWSB8UU8","U.S. Department of Labor","17.805","HV-24644-13-60-5-6","0","304,811","Direct program","U.S. Department of Labor","Homeless Veterans Reintegration Project","","Federal","$0.09","#N/A","Homeless Veterans Reintegration Project|","#N/A",2016,NA,NA,NA,NA,NA,"","Other/Unknown"
"ICS",953837714,"N28YBWSB8UU8","U.S. Department of Labor","17.805","HV-24727-13-60-5-6","0","82,590","Direct program","U.S. Department of Labor","HVRP-Homeless Female Veterans-Veterans with Families","","Federal","$0.03","#N/A","HVRP-Homeless Female Veterans-Veterans with Families|","#N/A",2016,NA,NA,NA,NA,NA,"","Other/Unknown"
"ICS",953837714,"N28YBWSB8UU8","U.S. Department of Labor","17.259","193-27","0","240,850","Pass-Through ","San Diego Workforce Partnership","WIA Youth Activities - TYA Gang Prevention","","Federal","$0.07","#N/A","WIA Youth Activities - TYA Gang Prevention|","#N/A",2016,NA,NA,NA,NA,NA,"","Other/Unknown"
"ICS",953837714,"N28YBWSB8UU8","U.S. Department of Labor","17.258","K6100437","0","119,162","Pass-Through ","California Employment Dev. Dept.","WIA Adult Program - VEAP","","Federal","$0.04","#N/A","WIA Adult Program - VEAP|","#N/A",2016,NA,NA,NA,NA,NA,"","Other/Unknown"
"ICS",953837714,"N28YBWSB8UU8","U.S. Department of Labor","17.278","K6100437","0","105,897","Pass-Through ","California Employment Dev. Dept.","WIA Dislocated Worker Formula Grant","","Federal","$0.03","#N/A","WIA Dislocated Worker Formula Grant|","#N/A",2016,NA,NA,NA,NA,NA,"","Other/Unknown"
"ICS",953837714,"N28YBWSB8UU8","U.S. Department of Agriculture Food and Nutrition Service","10.561","544433","82,659","82,659","Pass-Through ","County of San Diego","Supplemental Nutrition Assistance Program - Coastal","","Federal","$0.03","#N/A","Supplemental Nutrition Assistance Program - Coastal|","#N/A",2016,NA,NA,NA,NA,NA,"","Other/Unknown"
"ICS",953837714,"N28YBWSB8UU8","U.S. Department of Agriculture Food and Nutrition Service","10.561","544434","79,274","79,274","Pass-Through ","County of San Diego","Supplemental Nutrition Assistance Program - Inland","","Federal","$0.02","#N/A","Supplemental Nutrition Assistance Program - Inland|","#N/A",2016,NA,NA,NA,NA,NA,"","Other/Unknown"
"ICS",953837714,"N28YBWSB8UU8","U.S. Department of Health and Human Services","93.569","544433","26,749","182,028","Pass-Through ","County of San Diego","CSBG - Family Self-Sufficiency - Coastal","","Federal","$0.06","#N/A","CSBG - Family Self-Sufficiency - Coastal|","#N/A",2016,NA,NA,NA,NA,NA,"","Other/Unknown"
"ICS",953837714,"N28YBWSB8UU8","U.S. Department of Health and Human Services","93.569","544434","0","214,260","Pass-Through ","County of San Diego","CSBG - Family Self-Sufficiency - Inland","","Federal","$0.07","#N/A","CSBG - Family Self-Sufficiency - Inland|","#N/A",2016,NA,NA,NA,NA,NA,"","Other/Unknown"
"ICS",953837714,"N28YBWSB8UU8","U.S. Department of Treasury","21.009","16VIA0049","0","27,117","Direct program","U.S. Department of Treasury","Volunteer Income Tax Assistance","","Federal","$0.01","#N/A","Volunteer Income Tax Assistance|","#N/A",2016,NA,NA,NA,NA,NA,"","Other/Unknown"
"ICS",953837714,"N28YBWSB8UU8","U.S Department of Veterans' Affairs","64.024","07-716-CA","0","978,382","Direct Program","U.S Department of Veterans' Affairs","VA Homeless Providers Grant & Per Diem Program-Oceanside","","Federal","$0.30","#N/A","VA Homeless Providers Grant & Per Diem Program-Oceanside|","#N/A",2016,NA,NA,NA,NA,NA,"","Other/Unknown"
"ICS",953837714,"N28YBWSB8UU8","U.S Department of Veterans' Affairs","64.024","98-027-CA","0","327,919","Direct Program","U.S Department of Veterans' Affairs","VA Homeless Providers Grant & Per Diem Program-Aster","","Federal","$0.10","#N/A","VA Homeless Providers Grant & Per Diem Program-Aster|","#N/A",2016,NA,NA,NA,NA,NA,"","Other/Unknown"
"ICS",953837714,"N28YBWSB8UU8","U.S Department of Veterans' Affairs","64.024","VA262-P-0438","0","694,522","Direct Program","U.S Department of Veterans' Affairs","VA Homeless Providers Grant & Per Diem Program-Recuperative Beds","","Federal","$0.21","#N/A","VA Homeless Providers Grant & Per Diem Program-Recuperative Beds|","#N/A",2016,NA,NA,NA,NA,NA,"","Other/Unknown"
"ICS",953837714,"N28YBWSB8UU8","U.S Department of Veterans' Affairs","64.033","C15-CA-601B","0","683,781","Direct Program","U.S Department of Veterans' Affairs","VA Supportive Services for Veteran Families Program","","Federal","$0.21","#N/A","VA Supportive Services for Veteran Families Program|","#N/A",2016,NA,NA,NA,NA,NA,"","Other/Unknown"
"ICS",953837714,"N28YBWSB8UU8","U.S Department of Veterans' Affairs","64.033","C15-CA-601B","0","492,591","Direct Program","U.S Department of Veterans' Affairs","Passed through to People Assisting the Homeless","","Federal","$0.15","#N/A","Passed through to People Assisting the Homeless|","#N/A",2016,NA,NA,NA,NA,NA,"","Other/Unknown"
